"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91"
"1" 0.31534635712267 0.316532089815244 0.315333395184519 0.315403909257996 0.315923141779225 0.315277369476194 0.31637066007761 0.316954357061311 0.315979757476144 0.315606103190315 0.315704041251828 0.315607536779605 0.315290139403974 0.313980660816303 0.312912399362152 0.312855963149321 0.311112693522066 0.311982688780294 0.311788791797129 0.313093185633569 0.313718887220307 0.313491477219602 0.311596068277276 0.311765523976122 0.311090406677773 0.310054485094721 0.309356160610157 0.309366418182585 0.309202469866543 0.308958909232029 0.308974935920212 0.308812078729542 0.308625215937574 0.308333310850472 0.308100386763615 0.307561359470974 0.307641193721529 0.307800207372649 0.307108051491897 0.308629408167506 0.308916535408843 0.309879744488324 0.311354747420002 0.311040543692256 0.31095441648585 0.309201971031087 0.308977077461184 0.308958615798335 0.307260786501266 0.305387939658774 0.30506501206859 0.306607049792336 0.30688919771606 0.306178459940587 0.307684776375659 0.307336468177438 0.30997945065054 0.309490140456429 0.309158589948766 0.308453808507372 0.308732222901284 0.305097585422913 0.305317038629205 0.305366027661491 0.303069884043128 0.302607317063505 0.302401776603713 0.300749483899998 0.30136567958168 0.299876976169065 0.299743807049706 0.299390839076035 0.298634953939682 0.298090680319986 0.298098766286431 0.29654333105403 0.296381451428512 0.296361490056013 0.296209941722777 0.295705816538068 0.295167991751571 0.295530455115642 0.296585563697182 0.296712119430474 0.296792551278236 0.297613790327564 0.297298372477212 0.295572639176662 0.295509027382634 0.295591653818887 0.29529834859501
"2" 0.327270487677794 0.326824274994187 0.325667833731897 0.327823470835502 0.327290669199626 0.326943377897719 0.327188931070226 0.326583344558828 0.326409033645701 0.323874042175954 0.325851190958486 0.325509038728446 0.325417819644482 0.324912153083915 0.324671062272036 0.324844676877637 0.325205077685092 0.325178593904083 0.324653265758604 0.326247221506487 0.326419911493527 0.326312822179055 0.324894440984403 0.324633365190104 0.324767055673884 0.323456156789843 0.322535869476202 0.323055535331717 0.322150103004797 0.321999053131071 0.322101800154394 0.321443606146889 0.319733227625169 0.318570967290833 0.319127719534031 0.319072284057411 0.318624107292759 0.316849152658153 0.317144776926487 0.31626072024705 0.316908546795301 0.314932623691473 0.314324386852107 0.316427093875501 0.317147297471562 0.317011604410294 0.316613997146795 0.316724957546458 0.316347374455 0.316721314780034 0.315906321172126 0.315924544820917 0.313985657054325 0.314962448226033 0.315469472070363 0.314490610709881 0.315578573036145 0.314732960212138 0.314280732029859 0.314360245993119 0.314386685720101 0.313748813031844 0.31523026857211 0.313268745214265 0.313413289040241 0.311137605918723 0.311445357905499 0.308837976872406 0.307766740962247 0.308159199156157 0.308991554192851 0.308207863752703 0.308304163823767 0.308891975534044 0.308557220410347 0.308265878138039 0.307446789325688 0.30698354650099 0.307540698959293 0.306881569384377 0.308578038225211 0.30872226032053 0.30899400621403 0.310422778058835 0.310152221302853 0.313303832707683 0.313875071167095 0.3147631787802 0.316312213444792 0.316014921699493 0.316148534505648
"3" 0.271549077557213 0.264675898376406 0.265351959260797 0.265207405560528 0.2649136580357 0.26479839734692 0.26423473411662 0.263619741699723 0.265914448709244 0.26722466529278 0.267754222427006 0.267676007217916 0.264155930061411 0.265542736731767 0.265344651983947 0.267173741446291 0.267324358731241 0.266882701770801 0.267431920713279 0.267449215782392 0.267836202707633 0.268934041459652 0.268599719499976 0.267735689360846 0.267945759235291 0.265866906080975 0.266296733578555 0.267099254125042 0.267137939387731 0.265626658072411 0.267702021606801 0.265694137083449 0.267223805603209 0.265707255321813 0.266331178531287 0.266298591803703 0.265784583945262 0.265640198803208 0.26422618001673 0.265752388098496 0.265660697756508 0.266215711787088 0.265976930883697 0.263392412615265 0.262982438772444 0.264232260436001 0.26360590027667 0.26377327118626 0.264108655488325 0.264038942405248 0.264447981060799 0.265383006766303 0.265543542471901 0.266780353046235 0.267304399557609 0.267021981084806 0.267287238635854 0.267410173536448 0.267920672929014 0.265597075603029 0.263234952574671 0.26338751343038 0.26320830191334 0.263473132191509 0.261825678174183 0.262914504503361 0.262435361698116 0.26147307434892 0.257692137560786 0.260185102263591 0.258662929739087 0.259475781559135 0.259735053353448 0.259654966260168 0.256953202773533 0.257104454590857 0.257414124177696 0.257896015382831 0.259635801703969 0.259014079830409 0.259341968516366 0.262449250404166 0.262635632045686 0.260352722815056 0.258792934157632 0.258938321679713 0.257967792937737 0.255674443701987 0.25547496725837 0.254862650148134 0.252898218576147
"4" 0.265291701393174 0.264579602966132 0.262707695408685 0.263064202702506 0.263955773185237 0.262052041277927 0.260616885871637 0.258920804086314 0.25996655752863 0.257983874866052 0.25901833606487 0.259530927728649 0.258610867118411 0.258151982172852 0.256593714664313 0.255848652404033 0.255516429245895 0.25572463480219 0.255638642403355 0.254533291551943 0.253719773874274 0.252901662781699 0.253877757227337 0.254477348172664 0.254362869537395 0.253982983111371 0.253616294252118 0.251498852175322 0.252423961086538 0.251054141835298 0.252442918718973 0.25244531053892 0.252301752407568 0.252383949662996 0.252263363356608 0.251889990871152 0.252970791226901 0.251694336685705 0.25085492376541 0.250834118328584 0.249768010105148 0.25089548076749 0.248806421942418 0.247313680900132 0.246984653855921 0.24694558502714 0.246440684838924 0.244647419144522 0.244415130139712 0.24242453335713 0.241582813580926 0.241640707180763 0.241011336847525 0.244979468228416 0.245430577743169 0.243611658258295 0.243711469288448 0.243761986142444 0.244634878781879 0.243082463441108 0.238854384590724 0.2371514251184 0.235631613182363 0.237098454665787 0.237430174644919 0.236066302076049 0.235251569443677 0.232715671145736 0.231981599267639 0.233354404819968 0.23205073706618 0.231605132646521 0.234599153620573 0.234779126924529 0.234381027470504 0.233038333438217 0.231262911051066 0.232164453289966 0.2325631460598 0.232563266131461 0.231060197436477 0.231275365650659 0.231067696208904 0.232077123232974 0.231055323482866 0.232394609494663 0.23457088344933 0.234142411088258 0.234321220403499 0.231310582749388 0.232090852562206
"5" 0.324018181709458 0.323537076354668 0.322425404879522 0.321785901220232 0.31908824225134 0.319748582064137 0.317732482797958 0.314255555939538 0.314567606544979 0.314495403435579 0.312247552765377 0.314723589296348 0.315162780440141 0.311631297895518 0.312731859200529 0.312676492027689 0.312814144565662 0.315970580795057 0.314771564319525 0.31465810939522 0.315069710026701 0.313423572735533 0.313449235334421 0.312937958218908 0.312565332709428 0.312052318929414 0.3108572507937 0.310865287380078 0.310594969892237 0.30749641175853 0.307235576992195 0.308068668619739 0.3075022002502 0.307429091454487 0.307675992218419 0.309305697606459 0.309182270467244 0.308465260379565 0.30689564106819 0.304668623902365 0.304844406071658 0.30476551975824 0.304580291791832 0.304155600712225 0.305041148184653 0.305069065758369 0.305362349736105 0.306525753490596 0.306620911210376 0.306476977968175 0.306485979388646 0.306985603139112 0.30490904857572 0.304695225562704 0.304503239663448 0.305889913623058 0.306123362937601 0.305961721855913 0.307768208924337 0.307728476654637 0.305617292536489 0.305457074819186 0.301266288636844 0.300830422528419 0.300330175443568 0.298501963474681 0.298539984648999 0.299041693235343 0.29893725555328 0.299378192868906 0.299459315055641 0.300331515547588 0.297858546097708 0.29835533089294 0.297866997932465 0.298062745236842 0.29806692661282 0.29640915496629 0.293049202726668 0.293078535655295 0.288881586126891 0.286599642616593 0.286758613858435 0.282686903195966 0.278690271994523 0.280113051822628 0.281555455348485 0.279430856450578 0.279907500246842 0.279370756681282 0.27990364402568
"6" 0.285716303009982 0.285081851180144 0.285972418250575 0.287259935927832 0.286394167640254 0.286581455053575 0.286017207062444 0.285728918398186 0.285807638152339 0.284822065914816 0.282903381038931 0.283118853979103 0.282884546035351 0.28297026078167 0.281840815916594 0.282018736355674 0.281808607471837 0.27809141402904 0.279567161367769 0.279970900389743 0.279957604165965 0.281346154405591 0.280523966965525 0.279718426425379 0.27939148741319 0.278714359810801 0.277295091942003 0.278190571264939 0.276533255545847 0.276456985196141 0.276345592591208 0.278504462175612 0.278207701755727 0.277391849962818 0.277142705406462 0.2771901656394 0.274591128812396 0.274499303766739 0.278183661910169 0.27853300874455 0.277950790206838 0.278787004256157 0.277153338718292 0.27693725957469 0.274692102160997 0.276269385769881 0.27602611869696 0.276352105159151 0.276732618638682 0.275688281623136 0.276102726669795 0.275591679572233 0.275732486585974 0.274050817209085 0.274183801067833 0.275024892986828 0.274193607096011 0.274336859670529 0.27330243117957 0.270004742922051 0.270420883642539 0.270799648800142 0.27021596709736 0.270479798951567 0.270992131022499 0.269952560459068 0.268859241142022 0.269922264942117 0.270101990336425 0.270499615957312 0.269042142612512 0.266354874916571 0.265962983428013 0.265233459423738 0.266133501237032 0.265476153189862 0.264071190066428 0.267639896054825 0.267457020602488 0.266189583566667 0.266009193952662 0.266003924136967 0.265673687420212 0.266884257966206 0.267392762439825 0.266590072647209 0.267167846443337 0.265535346666211 0.265935087356852 0.265769480659068 0.264882159729758
"7" 0.276360867918749 0.275040469535891 0.275908313237499 0.27532542738714 0.275542341421158 0.274628586081591 0.272648814119017 0.272561388100152 0.272367275008778 0.272249160129517 0.27232154695696 0.272261525239227 0.272911353092022 0.272646541713753 0.272783125743506 0.273580668407576 0.274231170316439 0.274991922991915 0.274165009192493 0.273507073293886 0.273485274504696 0.271298883248518 0.270185012855011 0.270134721082759 0.27026647818093 0.270984593668278 0.271804327089392 0.270452455685222 0.270905753208942 0.271510286932879 0.271180569095515 0.270120642141318 0.268642331155277 0.267380420829549 0.267422454881438 0.268452558274802 0.268242126983968 0.26685016221306 0.266860684404684 0.264986432021841 0.265263887527075 0.264704714304266 0.263748432034551 0.26242213596432 0.262033593699885 0.262137621651524 0.262082073168825 0.262338762094479 0.262323048562741 0.261881937143552 0.261286524783504 0.261999040071485 0.260277640570181 0.257563196330028 0.257775454960839 0.256294189336814 0.256058338755735 0.257839956401011 0.25758192878429 0.257500760604701 0.258165212054659 0.258088634050878 0.259592784891861 0.260457757590441 0.260268186618907 0.259571902652235 0.259920056603273 0.259572272499275 0.258662970501997 0.255272872063089 0.255293548270646 0.254824873895482 0.25148979129668 0.250795185793862 0.250890610074603 0.252085177631228 0.251290428760416 0.251590698168209 0.250438392837089 0.250990076987692 0.250508688440713 0.250699421817284 0.250796464803243 0.249689826301623 0.249840326789738 0.25148984969013 0.249980559782302 0.253063644798852 0.252273009378655 0.253464256730488 0.253954898275978
"8" 0.249343017444428 0.242938531364633 0.239671579194475 0.241341389336399 0.24165253599822 0.242203305965831 0.241485462518456 0.241879382627057 0.241962864374564 0.242274324404413 0.24133221346271 0.241279436327005 0.241170325273988 0.241281722874215 0.242208812773121 0.242386984439748 0.242439067414851 0.242907936673202 0.242080636775206 0.241914699543932 0.242019166577131 0.241279516320248 0.240726952882873 0.240330369614334 0.240507594841316 0.240461625324483 0.239348381010774 0.239800015865501 0.238177163543189 0.24026234636175 0.240709502114785 0.240872013158691 0.240907114792072 0.239390102075316 0.23972854441749 0.239954928303521 0.239243394186919 0.239083383386858 0.239145348031971 0.239013842411449 0.239742150396861 0.238818569109841 0.238654445458154 0.239758875116114 0.239640905453817 0.235350091563048 0.235706319476952 0.235899131490861 0.234780169151942 0.233497291775824 0.234975916988137 0.234793872654433 0.234616038231467 0.234473449638268 0.234148821546484 0.23425125421526 0.234206075266753 0.234451683709892 0.233699033451311 0.232693973722937 0.234401040705569 0.234194575030812 0.235283839026014 0.233481914766886 0.234454618365615 0.234255428504772 0.23465433120293 0.233682181473385 0.233502417961368 0.233790036955044 0.234345369779818 0.234675243308177 0.234734144975072 0.233739095437483 0.233357562916292 0.233671741038015 0.233682002417855 0.233593582114534 0.234747802284017 0.234305503166747 0.234005622197696 0.233449062369098 0.235029281502711 0.234744788357184 0.231914694421377 0.232376639059376 0.232303142310546 0.231937815038368 0.232224112611724 0.232290354206739 0.232079007459845
"9" 0.274249304813584 0.274704795637168 0.273722474645105 0.266383843108507 0.266874055429129 0.266757559010437 0.266803371364556 0.266638159260146 0.266244936709527 0.266375516927078 0.267368466286271 0.26652647838189 0.266352056653053 0.266154402536647 0.266681242327753 0.266028859635986 0.266131168126547 0.266722694513899 0.261124638882392 0.261596180462545 0.261532494804396 0.260345852123043 0.260224248948734 0.259936203362897 0.259317287923167 0.259147174392101 0.256455339307664 0.258726379036555 0.259660897843094 0.259559827221556 0.25796887694517 0.257569951243996 0.256393715260297 0.257014189600954 0.256869264957866 0.256431387300624 0.254523406954917 0.254649982937614 0.254819451290015 0.254344878397617 0.251727764794163 0.252242879198782 0.252261530713229 0.252782335495288 0.25272551272671 0.252484326432243 0.252001539249698 0.250956816414234 0.24976001557211 0.249191652904316 0.249222641844967 0.24807010139277 0.247059979479268 0.24902681875706 0.249273233564325 0.248244138469748 0.246604736637017 0.249581839240957 0.248619813045877 0.249929851841513 0.246922327200483 0.245769021424642 0.24661904409228 0.246877948819306 0.247593771333798 0.247971641371469 0.248140727427892 0.245319264085175 0.245824018831146 0.24586400919897 0.24609042979271 0.247576549009615 0.244900535472856 0.245060787853076 0.242894899816436 0.23957471796414 0.240153286483863 0.2395997838773 0.242537721446109 0.239671136410268 0.239607593992293 0.239691954949857 0.236646125879145 0.236782238943856 0.234386614581997 0.232597774214337 0.232803799251265 0.232174684316025 0.23091423986677 0.232065524145332 0.229049182479072
"10" 0.305092586305325 0.307256413914412 0.305219984988409 0.304863984903554 0.302325056121731 0.301483608418461 0.301754480959442 0.300005446877632 0.298960505043425 0.298947596344535 0.296209163660047 0.294974712761439 0.295472372275091 0.293585026519882 0.294074917075809 0.292720946484416 0.293543761967921 0.293866688911074 0.294215972116424 0.29353724120923 0.29362492403637 0.293657689217968 0.294336080473456 0.294480032020849 0.294855392598157 0.294942691712998 0.294862364817722 0.294184568833659 0.29385827466597 0.294310862186761 0.293457252836444 0.290296431156329 0.290598889730165 0.287338020368726 0.289348607545819 0.287951774394958 0.288007159809242 0.288087421273729 0.28780473654944 0.288016300343688 0.288883290485077 0.286385978716057 0.286101417050694 0.285377166740303 0.284328162689131 0.282441523428662 0.283368909165445 0.281617410527772 0.28239631158035 0.282145614433615 0.283084779407434 0.283597489550756 0.28175407564826 0.281799528355291 0.281433183433671 0.281954800707207 0.28201837539089 0.280641611739655 0.280804900179182 0.280831997692017 0.280277968794872 0.280009941441182 0.277748958578281 0.278313051777644 0.27838945404805 0.276123284648404 0.275459940063471 0.275962107868479 0.275246220619205 0.276703134473512 0.276960729185725 0.277725748696767 0.275638833235631 0.275603456701643 0.275250903665405 0.27348580257082 0.274051367796289 0.27378685687121 0.274359372043853 0.274070145337617 0.273802626252217 0.274280518109691 0.274882272052861 0.278644870425045 0.280249871603579 0.281567019744392 0.281339976065493 0.281219055177542 0.281713362715557 0.281226662740169 0.280919303334261
