method	pc	rep	rmsd	auc	lambda	type_1_err2	type_1_err4	type_1_err6	type_1_err8	power_calib2	power_calib4	power_calib6	power_calib8
pca-plink-pure	0	1	-0.01045693588948129	0.5005453607678918	0.9363444872280527	0.00815032601304052	1.1000440017600704e-4	0	0	0.5	0.5	0.5	0.5
pca-plink-pure	1	1	-0.00285116388013352	0.5047734640878812	0.9839331517839652	0.00921036841473658	1.2000480019200768e-4	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	2	1	0.00179554188351201	0.5042134761636827	1.0052821940924137	0.01005040201608064	1.4000560022400896e-4	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	3	1	-0.00146285923319794	0.5012066853984938	0.996842721709344	0.00973038921556862	9.000360014400577e-5	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	4	1	9.992274539162905e-4	0.504428501145203	1.0019305589987442	0.00966038641545661	8.000320012800512e-5	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	5	1	-8.789304318735805e-4	0.5039326044713499	0.9989902796255032	0.00997039881595263	8.000320012800512e-5	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	6	1	8.761683460513258e-4	0.5038160158459577	1.0014400757192323	0.00998039921596863	8.000320012800512e-5	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	7	1	0.00103774498490573	0.5029536111676769	1.0072530034089564	0.00993039721588863	9.000360014400577e-5	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	8	1	0.00128036592228823	0.5029410514416245	1.008463597343509	0.00993039721588863	1.1000440017600704e-4	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	9	1	0.0016350999339371	0.5026933333563564	1.0096729029943323	0.01007040281611264	1.000040001600064e-4	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	10	1	0.00182962655543628	0.502632403771583	1.0089237133224682	0.01011040441617664	1.2000480019200768e-4	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	11	1	0.00222655847443182	0.5025282402306104	1.0118429078993585	0.01014040561622465	1.2000480019200768e-4	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	12	1	0.00266066166453303	0.5025787368296346	1.018633426136471	0.01022040881635265	1.500060002400096e-4	0	0	0.75	0.5	0.5	0.5
pca-plink-pure	13	1	0.00229217079601849	0.4014917203422333	1.021942796598876	0.01021040841633665	1.500060002400096e-4	0	0	0.75	0.5	0.25	0.25
pca-plink-pure	14	1	0.00270833038439573	0.4012998626369371	1.023235060784122	0.01037041481659266	1.500060002400096e-4	1.000040001600064e-5	0	0.75	0.5	0.25	0.25
pca-plink-pure	15	1	0.00322886942427374	0.40087371267489097	1.0260561095974068	0.01067042681707268	1.500060002400096e-4	0	0	0.75	0.5	0.25	0.25
pca-plink-pure	16	1	0.00171577539134206	0.3997107560576057	1.007874590706848	0.01081043241729669	8.000320012800512e-5	0	0	0.75	0.5	0.5	0.25
pca-plink-pure	17	1	0.00172876406206194	0.39960796619003497	1.007827668701872	0.01088043521740869	1.000040001600064e-4	0	0	0.75	0.5	0.25	0.25
pca-plink-pure	18	1	0.00197474719894024	0.3997953450066042	1.0078417451360926	0.01117044681787271	8.000320012800512e-5	0	0	0.75	0.5	0.5	0.25
pca-plink-pure	19	1	0.00203602876795559	0.3996460316051203	1.0137924603071675	0.01090043601744069	9.000360014400577e-5	0	0	0.75	0.5	0.25	0.25
pca-plink-pure	20	1	0.00225589790503188	0.3996471328698202	1.0157140824474709	0.01075043001720068	1.1000440017600704e-4	1.000040001600064e-5	0	0.75	0.5	0.25	0.25
pca-plink-pure	21	1	0.00252582400377928	0.399313261822635	1.0155064663142337	0.01132045281811272	1.2000480019200768e-4	0	0	0.75	0.5	0.25	0.25
pca-plink-pure	22	1	0.00223853766352301	0.35683542221305004	1.0167644347584357	0.01086043441737669	1.2000480019200768e-4	0	0	0.75	0.5	0.25	0.25
pca-plink-pure	23	1	0.003273091267836	0.3567394684162725	1.0220210097652562	0.0110104404176167	1.2000480019200768e-4	0	0	0.5	0.5	0.25	0.25
pca-plink-pure	24	1	0.00363817115777837	0.3566972765263427	1.0267503708884649	0.01127045081803272	1.1000440017600704e-4	0	0	0.5	0.5	0.25	0.25
pca-plink-pure	25	1	0.00241979764524522	0.3992715455162024	1.0063902816588368	0.01155046201848073	1.8000720028801153e-4	0	0	0.5	0.5	0.25	0.25
pca-plink-pure	26	1	0.00311763497390352	0.39915602307548054	1.014096441776822	0.01171046841873675	1.8000720028801153e-4	0	0	0.5	0.5	0.5	0.25
pca-plink-pure	27	1	0.00355503554073148	0.3991179379734791	1.0172343997840756	0.01225049001960078	1.6000640025601025e-4	0	0	0.5	0.5	0.25	0.25
pca-plink-pure	28	1	0.00447809228133571	0.39929162435985394	1.0211301132461297	0.01183047321892875	1.7000680027201088e-4	0	0	0.75	0.5	0.25	0.25
pca-plink-pure	29	1	0.00401600280662473	0.22678758907035065	1.0081937025926764	0.01202048081923276	2.000080003200128e-4	0	0	0.75	0.5	0	0
pca-plink-pure	30	1	0.0047392856766429	0.22662690777956823	1.0250509924481068	0.01159046361854474	1.9000760030401216e-4	0	0	0.75	0.5	0	0
pca-plink-pure	31	1	0.00533423006834382	0.1546352870093593	1.0294355495670493	0.01189047561902476	1.9000760030401216e-4	0	0	0.75	0.5	0	0
pca-plink-pure	32	1	0.00558405325985765	0.07774700924673994	1.0245665132203146	0.01167046681867274	1.8000720028801153e-4	0	0	0.75	0.5	0	0
pca-plink-pure	33	1	0.00538743434728051	0.11459602175261877	1.0255118784878248	0.01173046921876875	1.8000720028801153e-4	0	0	0.75	0.5	0	0
pca-plink-pure	34	1	0.00576801012097478	0.1147960989649516	1.0274425973351202	0.01204048161926477	1.7000680027201088e-4	0	0	0.75	0.5	0	0
pca-plink-pure	35	1	0.00546227482600943	0.13501614797779823	1.0340489975197846	0.0110704428177127	1.1000440017600704e-4	0	0	0.75	0.5	0	0
pca-plink-pure	36	1	0.00512968186226976	0.11651340329239936	1.0302602268287293	0.01073042921716868	1.000040001600064e-4	1.000040001600064e-5	0	0.5	0.5	0	0
pca-plink-pure	37	1	0.00577915747561175	0.10974154554311712	1.0315291740587964	0.01086043441737669	1.000040001600064e-4	1.000040001600064e-5	0	0.5	0.5	0	0
pca-plink-pure	38	1	0.00649109897987694	0.0704312109480684	1.0351156095011689	0.0110104404176167	1.2000480019200768e-4	1.000040001600064e-5	0	0.5	0.5	0	0
pca-plink-pure	39	1	0.00193806359444993	0.02887343280483956	1.0002869612209777	0.00984039361574463	7.000280011200448e-5	0	0	0.5	0.25	0	0
pca-plink-pure	40	1	-0.00270223008104689	0.01041708573060978	0.986462348582952	0.00935037401496059	9.000360014400577e-5	0	0	0.75	0	0	0
pca-plink-pure	41	1	-0.00217824730264177	0.01000339521426146	0.999528860292831	0.0094703788151526	8.000320012800512e-5	0	0	0.5	0	0	0
pca-plink-pure	42	1	-0.0023589304608023	0.0067653645232012	0.9986896056551512	0.00897035881435257	1.000040001600064e-4	0	0	0.5	0	0	0
pca-plink-pure	43	1	0.00236801986182001	0.00553157669765014	1.0014330700816196	0.00933037321492859	8.000320012800512e-5	0	0	0.5	0	0	0
pca-plink-pure	44	1	0.001532540549832	0.02006459338138266	1.00507145363215	0.00931037241489659	6.000240009600384e-5	0	0	0.5	0.25	0	0
pca-plink-pure	45	1	0.00148449694130566	0.02767360482300546	1.0023394286208154	0.00915036601464058	9.000360014400577e-5	0	0	0.5	0.25	0	0
pca-plink-pure	46	1	0.00161842228917934	0.03498928891817257	1.0112124802549298	0.00919036761470458	5.00020000800032e-5	0	0	0.5	0.25	0	0
pca-plink-pure	47	1	0.00179680843693581	0.02758778662361422	1.016254501692348	0.00917036681467258	7.000280011200448e-5	0	0	0.5	0.25	0	0
pca-plink-pure	48	1	-0.00107399312507745	0.02733891661644277	0.9962889083083718	0.0093703748149926	6.000240009600384e-5	0	0	0.25	0.25	0	0
pca-plink-pure	49	1	-0.00180546324699209	0.01929082703841989	0.9898180061814144	0.00906036241449658	9.000360014400577e-5	0	0	0.5	0.25	0	0
pca-plink-pure	50	1	0.00175168166166783	0.01686901140888472	1.0069294195956426	0.00924036961478459	1.2000480019200768e-4	0	0	0.5	0.25	0	0
pca-plink-pure	51	1	0.00149231676338521	0.00715947652360204	1.0027717942858223	0.00909036361454458	6.000240009600384e-5	0	0	0.25	0	0	0
