method	pc	rep	rmsd	auc	lambda	type_1_err2	type_1_err4	type_1_err6	type_1_err8	power_calib2	power_calib4	power_calib6	power_calib8
gcta	26	9	-0.01008525038441682	0.11135778061405235	0.948649621840628	0.0080529796024529	6.0022208217040305e-5	0	0	0.43243243243243246	0.13513513513513514	0.05405405405405406	0.05405405405405406
gcta	27	9	-0.01037820874674593	0.11217643272144576	0.946786996030064	0.00797294999149685	6.0022208217040305e-5	0	0	0.43243243243243246	0.13513513513513514	0.05405405405405406	0.05405405405405406
gcta	28	9	-0.01091391981807779	0.1213939426598198	0.9401321967273372	0.00776287226273721	7.002590958654703e-5	0	0	0.40540540540540543	0.13513513513513514	0.08108108108108109	0.08108108108108109
gcta	29	9	-0.01163221206581895	0.11529500152448906	0.9348924586296012	0.00781289076958474	6.0022208217040305e-5	0	0	0.4594594594594595	0.13513513513513514	0.05405405405405406	0.05405405405405406
gcta	30	9	-0.01195581330921153	0.11191388241052665	0.9326675052506638	0.00784290187369326	6.0022208217040305e-5	0	0	0.4594594594594595	0.13513513513513514	0.05405405405405406	0.05405405405405406
gcta	31	9	-0.01229655424991634	0.096817453701674	0.930720997594006	0.00761281674219461	4.001480547802687e-5	0	0	0.4594594594594595	0.13513513513513514	0.02702702702702703	0.02702702702702703
gcta	32	9	-0.01286995579377071	0.09982746653161574	0.9294787873851856	0.00743275011754349	2.000740273901343e-5	0	0	0.43243243243243246	0.13513513513513514	0.02702702702702703	0.02702702702702703
gcta	33	9	-0.01323042724216526	0.09882667558636642	0.9260527861699962	0.00724267979152286	2.000740273901343e-5	0	0	0.4594594594594595	0.13513513513513514	0.02702702702702703	0.02702702702702703
gcta	34	9	-0.01369859101286755	0.08904213499457976	0.925730542284376	0.0073027019997399	3.0011104108520153e-5	0	0	0.4594594594594595	0.13513513513513514	0.05405405405405406	0.02702702702702703
gcta	35	9	-0.01401233640197906	0.08756204822310945	0.9235431586749666	0.00724267979152286	4.001480547802687e-5	0	0	0.4594594594594595	0.10810810810810811	0.05405405405405406	0.02702702702702703
gcta	36	9	-0.0142868808264447	0.08800033313878074	0.9227964978821812	0.00722267238878385	3.0011104108520153e-5	0	0	0.4594594594594595	0.10810810810810811	0.05405405405405406	0.02702702702702703
gcta	37	9	-0.01470085824624084	0.08450629070607679	0.9223870077154104	0.00717265388193631	4.001480547802687e-5	0	0	0.4864864864864865	0.10810810810810811	0.02702702702702703	0.02702702702702703
gcta	38	9	-0.01557969602794698	0.093968235323247	0.9180775899445448	0.00728269459700089	5.001850684753359e-5	0	0	0.43243243243243246	0.13513513513513514	0.02702702702702703	0.02702702702702703
gcta	39	9	-0.0163682654693932	0.08668514303653334	0.9112375415476948	0.00723267609015335	3.0011104108520153e-5	0	0	0.43243243243243246	0.13513513513513514	0.02702702702702703	0.02702702702702703
gcta	40	9	-0.01662565615225577	0.08629516896907496	0.9096628642983472	0.0071626501805668	3.0011104108520153e-5	0	0	0.43243243243243246	0.13513513513513514	0.02702702702702703	0.02702702702702703
gcta	41	9	-0.01735414586453424	0.09133290882220484	0.9061996937720266	0.00704260576413272	3.0011104108520153e-5	0	0	0.3783783783783784	0.10810810810810811	0.02702702702702703	0.02702702702702703
