method	pc	rep	rmsd	auc	lambda	type_1_err2	type_1_err4	type_1_err6	type_1_err8	power_calib2	power_calib4	power_calib6	power_calib8
pca-plink-pure	0	1	0.10617465415377458	0.01627194427457132	1.857504189276327	0.05189920270500085	0.00238088092594259	9.003331232556046e-5	1.0003701369506715e-5	0.2972972972972973	0	0	0
pca-plink-pure	1	1	0.06901068351837697	0.03863608956941809	1.4910395348512884	0.03219191100707262	9.003331232556045e-4	4.001480547802687e-5	0	0.40540540540540543	0.08108108108108109	0	0
pca-plink-pure	2	1	0.0034388769903799	0.11053174720391204	1.0212485507286857	0.01031381611196142	1.3004811780358732e-4	0	0	0.4594594594594595	0.08108108108108109	0.08108108108108109	0.08108108108108109
pca-plink-pure	3	1	0.00423260596236156	0.10982900435575108	1.0246472480983195	0.01046387163250402	1.5005552054260076e-4	0	0	0.4594594594594595	0.08108108108108109	0.08108108108108109	0.08108108108108109
pca-plink-pure	4	1	0.00419814319539315	0.1110981793438696	1.0248491056972109	0.01061392715304662	1.6005922191210747e-4	0	0	0.4594594594594595	0.08108108108108109	0.08108108108108109	0.08108108108108109
pca-plink-pure	5	1	0.00424977578465964	0.1034297515779797	1.024808731845417	0.01064393825715514	1.6005922191210747e-4	0	0	0.4594594594594595	0.08108108108108109	0.08108108108108109	0.05405405405405406
pca-plink-pure	6	1	0.00432021271533384	0.10310385301979688	1.023780779077845	0.01065394195852465	1.4005181917309403e-4	0	0	0.4594594594594595	0.08108108108108109	0.08108108108108109	0.05405405405405406
pca-plink-pure	7	1	0.00436570933747637	0.10310234990153556	1.0244216770392989	0.01066394565989416	1.5005552054260076e-4	0	0	0.4594594594594595	0.08108108108108109	0.08108108108108109	0.05405405405405406
pca-plink-pure	8	1	0.00442371764714069	0.10322329125467848	1.0269168545791978	0.01060392345167712	1.5005552054260076e-4	0	0	0.4594594594594595	0.08108108108108109	0.08108108108108109	0.05405405405405406
pca-plink-pure	9	1	0.00449328616274037	0.11123467118700266	1.0285256307363488	0.01059391975030761	1.6005922191210747e-4	0	0	0.4594594594594595	0.08108108108108109	0.08108108108108109	0.08108108108108109
