"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"1" 0.135813371641702 0.114936313314755 0.120063186818307 0.126749985934761 0.135689752442245 0.143492782892764 0.0286523701116597 0.0376678576014535 0.00111794213094639 0.00113824049040542 0.00113279786816482 0.00106129551200512 0.00114055112606577 0.000997588235922858 0.000910641567429093 0.000821224702605886 0.000760319034258495 0.000746455656952643 0.000744254843641007 0.000792550174746004 0.00113111939294771 0.0012344331074293 0.00148874862589495 0.00158881612899186 0.00131713755974799 0.00125122862778335 0.00126151421762899 0.00118229387680142 0.00116689195257911 0.0010971468376835 0.000795720448860266 0.00194611386645789 0.00155534286941641 0.00114633671588339 0.00202278886433493 0.00242689186358945 0.00232920091316874 0.00204057996296354 0.0019467918483136 0.00226174825691174 0.00212386531126516 0.00232377342592262 0.00216768414175808 0.00216070618704971 0.00158915401323977 0.00160304403236067 0.00143102257180483 0.00170742789054288 0.00151500950125976 0.00132905505336232 0.0014975108758285 0.00155804733896799 0.00179523654426794 0.00170391960536968 0.00142160938343087 0.00132629597491729 0.00129777879781319 0.00092820256267757 0.000983986930964291 0.000932514556680716 0.000902561208248483 0.00121237985352373 0.00119617119694593 0.00108966225996756 0.000819148261787254 0.000804765272731913 0.000931792617608304 0.000893396212452082 0.000851165473440271 0.000862584190258502 0.00104151274697792 0.00140743722228506 0.00126342143936955 0.00112662616433644 0.00108777434088083 0.00149497385819453 0.00143819250718822 0.00133404678013414 0.000962790353476434 0.00104567871955486 0.0011262696455549 0.00121822397406176 0.00100446483137897 0.00119921103486208 0.00131884153132417 0.000964913513929155 0.00118511124755081 0.0010636680769824 0.000967910428757474 0.00113748108274898 0 0 0 0 0 0 0 0 0 0
"2" 0.216116090300768 0.223752810916289 0.227175014514941 0.220898269632223 0.226229240970811 0.236167803500582 0.233886543804476 0.229225982437641 0.00114138849138572 0.00113315979013089 0.00148801554818909 0.00138508475544226 0.00161926111037597 0.00143220132452817 0.00166841019009215 0.001651307568126 0.00158123053663144 0.00144944975043803 0.00143964323799334 0.00118969412407659 0.00113333941258725 0.00119968938858116 0.00106392695666995 0.000737161062937363 0.00109019182042203 0.00165888694772229 0.00168751257210261 0.00322987736343736 0.00324427732874933 0.00268291136615848 0.00316493384803112 0.00296996076402176 0.002962307288191 0.00295802694485932 0.00275950888490478 0.00233506528202557 0.00355263723492151 0.00352784539504259 0.00364301445895069 0.00322537096717427 0.00266860969451315 0.00260971477632759 0.00254236379525441 0.00213735657617227 0.00109588736988314 0.000907631470636294 0.000892052593987879 0.00111772457589797 0.000939344500891843 0.00100692398895001 0.000985082615011462 0.000910529362579273 0.000864695752315231 0.000954785387143446 0.000954877010518148 0.000989695142280751 0.00100568453360228 0.000757001130274518 0.00113582108764074 0.00122461093767561 0.00126917466840621 0.00125166415006871 0.000875152609189236 0.000903144890125908 0.000643830543472865 0.000775265929468712 0.000733583875052067 0.000890638355201303 0.000695409389563222 0.00083223203796029 0.000864703564579963 0.000584900294350386 0.00126097129075463 0.000949520508582352 0.00131950638726363 0.00214171365677997 0.00289448662627321 0.00188503788461902 0.00171168947228093 0.00263804304669551 0.00258108503942657 0.00277866826646844 0.00275121424406584 0.00234357260761727 0.00213698000404875 0.00284957030100554 0.00284350459407711 0.0025154588568857 0.00224571315920105 0.0022835788755073 0 0 0 0 0 0 0 0 0 0
"3" 0.132541356515519 0.140657039378249 0.1408896358896 0.10619832089363 0.107655779193212 0.117734565229298 0.114710795374741 0.00238485839519481 0.000573012301673834 0.000579354403184035 0.0012054809045013 0.0008381928811364 0.000959785936920537 0.000836313295628893 0.0017465046469169 0.00209350337041601 0.00293008626109594 0.00289700955852376 0.00272757125181584 0.0027984588861104 0.00289523666208472 0.00298996993197653 0.00315794077972467 0.00303478612990485 0.00249527340902083 0.00229258977497459 0.0021980514121868 0.00179654021581749 0.00176209974839938 0.00172689640577284 0.00192900153955718 0.00119041375950649 0.00106494005446364 0.00112188858046836 0.000830181719997353 0.000883601806405341 0.00115436267065281 0.00225647508531336 0.00188803240673687 0.00197801156894987 0.00208275485011961 0.00241770883257347 0.00240760078464448 0.00215523322525271 0.00188331122268036 0.0019081366998484 0.00183605263263484 0.00174761107912427 0.00177377096990171 0.00171473179437339 0.00208443882275879 0.00234852714308897 0.00209212026039439 0.0019845648286694 0.00159837068687651 0.00152093077399822 0.00130497459061597 0.00114228552992949 0.000760913881768774 0.000747082782541932 0.00102447085459288 0.000831676938664709 0.000637355170096187 0.000661743139857152 0.0009674131190647 0.000988180180039372 0.000931385149435752 0.00161646497882997 0.00150836443046744 0.00139170923839498 0.00188381177788662 0.0014498279824499 0.00135705446311439 0.00103779613663316 0.00100789905017839 0.00115587056427326 0.000917471584129669 0.000728265162583139 0.00118208656884211 0.00126846247315126 0.00140309381070774 0.000743912431675985 0.000640728560318535 0.000679560699851279 0.000966630842493666 0.00106452366985503 0.00286004290508609 0.00373581650749422 0.0036971300387725 0.0040723204877506 0 0 0 0 0 0 0 0 0 0
"4" 0.154505165973051 0.154181471137459 0.145995484891751 0.147458915612826 0.154482577166527 0.146889799976928 0.0801517378714778 0.00359570398757554 0.00161911050028133 0.00136223690457893 0.00131407755152086 0.00117185373531671 0.000895197314744051 0.00134049734878802 0.00134251994265519 0.00134993918298607 0.0012981471312157 0.00112769251978024 0.00110100467323173 0.0009857118843749 0.00104822596321511 0.00105356039311447 0.00107070942974997 0.00110507315085397 0.000902284596393604 0.000865619383416162 0.000878804787000383 0.000825746531811865 0.00107490923016268 0.00103028203957959 0.00105017259408045 0.00110097014500084 0.00111475007412463 0.00112160243964226 0.00101223309255229 0.000792933375659802 0.000878536563908796 0.00130506117625428 0.00132727271533753 0.00129873751870907 0.00115528567260283 0.00155633537545751 0.00154810244957196 0.0014591674265657 0.00121691878346026 0.00121272364523219 0.00119905422086119 0.00119162994101377 0.00184525116429129 0.00171862725449148 0.00164338570754812 0.00159658339354274 0.00150001486555341 0.00137209804127166 0.00141892597996305 0.001484041114892 0.000900158096285236 0.000850152788293954 0.00115890667792202 0.00114055036726155 0.00171059384985807 0.0015302650156354 0.0012429016302882 0.00124193401815489 0.000837483611592671 0.000856652628386478 0.000936610267030333 0.00116471873727221 0.000721043853424431 0.000600862981850359 0.00046885552662999 0.000867347044089362 0.000767586240815218 0.000665968034346513 0.00076369270554431 0.000756633815689512 0.00139358467118954 0.000913781845247796 0.000845335697351406 0.000753174768636628 0.00106998937829946 0.00175995826662525 0.000745314169602218 0.00102663977696627 0.00092001411732524 0.00129743692281992 0.00210632492612371 0.00127567927438843 0.00152903123206372 0.00132685753819961 0 0 0 0 0 0 0 0 0 0
"5" 0.174418669127353 0.171714825525218 0.169353621916945 0.170645451215355 0.180177742017594 0.145757232165449 0.0982339663961751 0.00122565951436955 0.00174086914814455 0.00300488689408282 0.00279822083712469 0.0023438262856929 0.00163609002657011 0.00253046593335128 0.00224912553741409 0.00162840949512172 0.000973488021411593 0.000880778478093588 0.000776979613711211 0.00119982693539897 0.00117892926419066 0.00107348896227221 0.00122048277055443 0.0012300514811988 0.0013303460983536 0.00134047562866775 0.00149448050032105 0.00150630986131242 0.00147693853724838 0.00152339413546744 0.00187916022263068 0.00170643661614882 0.00133429330118753 0.00128228152836642 0.00127799695421848 0.00132332006948895 0.00123744836948204 0.00118916647287648 0.000653343261963861 0.000780691481357322 0.000675784885126731 0.000653483386171137 0.000607435547697444 0.000558577667044258 0.000525651751669702 0.000754113724203388 0.000547309000187023 0.000564375835996089 0.000749377814867815 0.000765955714345362 0.00108936042967471 0.00105424475055092 0.00100563900786927 0.00105357885906988 0.00105378342254758 0.00163705615724929 0.00179501228448011 0.00156241789763816 0.00176905824485739 0.00155729154962017 0.00150122026595885 0.00200530295321856 0.00178656840358371 0.00126134944292147 0.00121796333909614 0.00247099848006999 0.00280866372535348 0.00289264928298756 0.00212752194773744 0.00156197095616526 0.00156372389304434 0.0011375522874611 0.000600203040489768 0.000840197950254203 0.000765042502797385 0.000607000016802075 0.00147706217360324 0.0012055221395438 0.00113729829743349 0.000940528607316342 0.000957573333859407 0.00105791568593454 0.0013462425270186 0.00110698179263943 0.00140292740093551 0.0015317961911731 0.00167747144313187 0.00112517923238527 0.00124958867256516 0.00134376466261481 0 0 0 0 0 0 0 0 0 0
"6" 0.207513169858522 0.214238060298922 0.209899419223666 0.218614444640156 0.203282137367788 0.212024946660619 0.2035128024585 0.205247416835498 0.000957154915091475 0.000895005151902509 0.000943733805993773 0.000935659958368982 0.000931214250757288 0.000909967607284427 0.000917396142632003 0.000945398967892858 0.000917285559372569 0.000772275760839295 0.000762292923012027 0.000691569234946172 0.000681438657342224 0.00086298594525004 0.000968777777126686 0.00156340713308164 0.00158564396036477 0.00153665459340134 0.0014676902914646 0.00164097108032377 0.00165073057368617 0.00154220836034896 0.0010111962107749 0.000940454238622609 0.00121171030993047 0.00116477056563557 0.00128033882062455 0.00125308483458281 0.00120380441338707 0.00123223210575773 0.00135103531452264 0.0013543090067531 0.00107526458005043 0.00150799778147973 0.00105330625403738 0.00106494651571085 0.00101700700310466 0.000984469207077291 0.000999140352115111 0.000780379434606949 0.00116025475732276 0.00124819478564927 0.00122607582291961 0.00123340104062445 0.00148124604280912 0.000965357286807736 0.000996134773085895 0.00149027659112074 0.0016200709517032 0.00165850451115272 0.00154270800260213 0.000881282952059614 0.000872052853113752 0.00117382860003402 0.00108488700497595 0.00104429496727644 0.00112764639130369 0.00107931145408498 0.00107264364258287 0.00127092877750051 0.00122330614711928 0.00171030986420584 0.00160062195761699 0.00138878467510107 0.00144717203817627 0.00144759986646936 0.00133961097747994 0.00135985239016873 0.00120415709720773 0.00121490187058465 0.00131107776153619 0.00124514962751876 0.00123213814063411 0.00127805360921602 0.000961031017841165 0.000824701019508658 0.00100590622905333 0.000875577975114011 0.000969795018915697 0.00124673964798671 0.00168207957588085 0.00150173866787488 0 0 0 0 0 0 0 0 0 0
"7" 0.179073827424354 0.186693982305606 0.159789056134335 0.159865061509644 0.169863405714481 0.178514184525133 0.155031962851252 0.1227040926526 0.00271070764513627 0.00256273218950629 0.00224149444159225 0.00234871854527514 0.0023956825142798 0.00211878961324417 0.00208583275892506 0.00209582904405447 0.00224872284929375 0.00232529422718762 0.00210313285949126 0.00181396050060374 0.00189258469305258 0.00198684156743171 0.00166093449729873 0.00169036825665175 0.00109687533480849 0.00126493860517623 0.00128631539944086 0.00116368898592886 0.00108705926917301 0.00118187968836058 0.00127807592715568 0.00144821663786386 0.00144667681504987 0.00161189478149105 0.00194316699735831 0.00195429035025138 0.00208899196100598 0.00222656757256573 0.00232330282795087 0.00229931688727765 0.00218939354403729 0.00260269521984573 0.00231615639326166 0.00238411970900282 0.00247872892194838 0.00222902957268931 0.00230161000908373 0.0023320453351212 0.00250820479209836 0.00177838718729294 0.00190036567124886 0.00196685448863191 0.00177127834604035 0.00160270259362857 0.00140455146570248 0.000882093620770423 0.000872195598596471 0.00092545717609265 0.00124432598282716 0.00137915489201543 0.00157951172059597 0.000797412023732849 0.000748675151310622 0.000610234344619283 0.000981168167649321 0.00112851632532975 0.00108071885221626 0.000987258591541114 0.000841782663322967 0.000744478476022653 0.000693649563941952 0.000706916818565081 0.000746253369151949 0.00111028451832336 0.00106867443082864 0.00105075328928121 0.000651187323263573 0.000646186833376296 0.00063180760900799 0.00106791123391762 0.00120607667216685 0.00143559371253009 0.00153022914054728 0.00124244781653777 0.00118662606456963 0.00156641869428722 0.001224866904865 0.000597270456001496 0.0021423926721429 0.00230773477447939 0 0 0 0 0 0 0 0 0 0
"8" 0.221703367266065 0.220673161908062 0.226875285394054 0.226743252670557 0.198721086373848 0.190899661140294 0.201657172494047 0.129472138058852 0.00152000674737368 0.00133762847369712 0.00149309829370762 0.00156796288157228 0.00177237014445554 0.00178450240275747 0.00173563870950199 0.00158378147627478 0.00174315336839695 0.00182374230670512 0.00191018027852021 0.00172465609936008 0.00199246431614562 0.00216324443967889 0.00197812074058072 0.00182246809030098 0.00187363428304314 0.00196062441491029 0.00180627410730596 0.00198384322593638 0.0013924255184056 0.00140609185942841 0.00155213868081617 0.00158114079979541 0.00104733636656642 0.00115863873151751 0.00111970556134666 0.00118984799492142 0.00154412722036319 0.00156360122275281 0.00163406949191674 0.00177071782298785 0.00170425249553087 0.00131728381044757 0.00137650483604978 0.00112453795700954 0.000673325642020875 0.000696942862515941 0.000834350859464765 0.000933117238388115 0.000994038563676777 0.00111114100149646 0.00116677320550145 0.00178823533004635 0.00197442347272715 0.00155024695323849 0.000809177407842654 0.000859614459433202 0.000707627717504256 0.000767657902039692 0.000864100246319823 0.000527535292061025 0.000520965333857767 0.000604648347239873 0.000709578737017898 0.000764157256118481 0.000742819017411668 0.00083488061995433 0.000793888909023214 0.00114956879308745 0.00114269083565018 0.00107488683498617 0.000771325880401296 0.000916874742689911 0.000954477730675725 0.00118080130076314 0.00290511396644375 0.00265329618446614 0.0012611547531297 0.000949527964686061 0.00075892059387422 0.00107260741714588 0.000572779256422982 0.000622279435097185 0.000567063303038154 0.000536186542416111 0.000716788492344789 0.000830769114733256 0.00142997020065385 0.00132350915378161 0.000973756416092132 0.00179109913667347 0 0 0 0 0 0 0 0 0 0
"9" 0.204975960749623 0.198500059412794 0.159248335244617 0.16809928887084 0.144468729869332 0.151536604481911 0.108985487320541 0.0936524901323954 0.00350853600678461 0.00473491429873382 0.00451649913483263 0.00391121727377687 0.00383725391888142 0.00366165899415586 0.00316240076508571 0.00329162210481025 0.00300776165415313 0.00294702502833989 0.00283746466583791 0.00334507619357963 0.00333948283366308 0.00327706265953771 0.00318746097781539 0.00327824727796048 0.00315781479434916 0.00340204390015959 0.00304814222069508 0.0029401217359132 0.00276634181192575 0.00278946164648457 0.00237088081200595 0.00340768643598666 0.0031677041786464 0.00312589502238578 0.00343043638030542 0.00363846328466081 0.00305926140302657 0.00294492904789115 0.0032216435243513 0.00296335532023509 0.00248575686124812 0.00304016076469324 0.00336819928870635 0.00292558240832942 0.00291096410347928 0.00265031370359917 0.00307182780532873 0.00397408557574676 0.00388324258043652 0.0035854041280383 0.00333100608580821 0.00290682182325594 0.00217361135214043 0.00194288713178587 0.00188165653417575 0.00189822776474534 0.00294594782146845 0.0022969201343551 0.00290302541780924 0.00262422295264918 0.00254749394533136 0.00176775167199966 0.00138466630921538 0.00144059007711818 0.000846291947625922 0.000826776117554467 0.000900151968222735 0.00119792535987264 0.00174376726142511 0.00158727520160558 0.00168543491459917 0.00169938943565433 0.00170044319521588 0.00177395282330344 0.00156018381071844 0.00164250291060641 0.00158946015734859 0.00134032427705993 0.00115264619769881 0.00152953229594511 0.00109613237671727 0.00149066756691638 0.000981472711921417 0.00109445502698367 0.00105770272129095 0.00102947662250005 0.00100635699666745 0.00109343506471521 0.00118945938880308 0.000811230350943179 0 0 0 0 0 0 0 0 0 0
"10" 0.154953403310267 0.142401181293303 0.0760378856445571 0.0702164697603805 0.0741213213203241 0.0737498193700508 0.0348738373047032 0.0139423169737463 0.000927815553083384 0.000991602422338198 0.00120025649378646 0.00120685917304658 0.00133995417141444 0.000785926924164792 0.000817581659583274 0.00138974290822018 0.00112898228209027 0.0018175133336255 0.00187930831258863 0.00185489317343655 0.00196992552550199 0.0016955345369082 0.00132141131270468 0.00125124883627024 0.00123326189698813 0.000748952606082388 0.000634181167666954 0.000935669589606222 0.000930882936329344 0.00110145194424257 0.00103162427137318 0.00134521859486794 0.00124797875036666 0.00101889964797993 0.000714312729503699 0.00107973719447013 0.00113369225896365 0.00129682033353921 0.00163907121856639 0.00151849741512563 0.00172987433109097 0.00208796999147424 0.00201178349639706 0.00108943087878267 0.00114653096987747 0.00136902672419 0.00148966435975076 0.00138395236696458 0.00112570454232832 0.00159778156291038 0.00205662918729952 0.00197879302481541 0.00191673503479831 0.00185464877941937 0.00180078940466186 0.00136285033067262 0.00127787145103123 0.00179626520857751 0.00216947953233732 0.00260531322512724 0.00250355407464498 0.00231048582451786 0.0030001408288693 0.0031709578207633 0.0033086626006234 0.00355450165109716 0.00304940187979337 0.00273568441445361 0.00249793552987585 0.00274342850029788 0.00266134345750181 0.00260228967576287 0.000810997614819602 0.00101746808529694 0.000957255737084775 0.000740817468888409 0.00147261805635076 0.00142104812649728 0.00125637097440103 0.00202474213032803 0.00188173812119299 0.00182475121360699 0.000916381377812455 0.00508285376424391 0.00574139311605025 0.00356424390039883 0.00251278958632117 0.00310167218400679 0.00252420785887258 0.00300032459381239 0 0 0 0 0 0 0 0 0 0
