method	pc	rep	rmsd	auc	lambda	type_1_err2	type_1_err4	type_1_err6	type_1_err8	power_calib2	power_calib4	power_calib6	power_calib8
pca-plink-pure	0	1	0.5067268739404529	2.68248596366508e-4	111.05766320072038	0.8142961037464806	0.7238824643389474	0.6576034908588175	0.602300956961916	0.016	0	0	0
pca-plink-pure	1	1	0.03562114182005345	0.12488478828189292	1.2255154794716687	0.02046685196252799	4.6083944785673656e-4	1.4401232745523016e-5	0	0.256	0.14	0.1	0.096
pca-plink-pure	2	1	0.03770940248673159	0.13005871783182413	1.2397888367933696	0.02143983524989739	5.328456115843516e-4	1.800154093190377e-5	0	0.256	0.144	0.1	0.1
pca-plink-pure	3	1	0.0157977530482201	0.1460177644470927	1.0937894938731076	0.01387018728803185	1.9891702729753663e-4	9.000770465951886e-7	0	0.312	0.148	0.116	0.108
pca-plink-pure	4	1	0.00936339918298749	0.1505722040307316	1.0549071989376635	0.01220684490592394	1.314112488028975e-4	0	0	0.336	0.164	0.116	0.112
pca-plink-pure	5	1	0.00632588469326875	0.15429241495473164	1.0384042292944666	0.01143187856880549	1.269108635699216e-4	0	0	0.32	0.156	0.12	0.116
pca-plink-pure	6	1	0.0062776382939618	0.1556361857231537	1.0382004136916554	0.01144177941631803	1.2241047833694564e-4	0	0	0.324	0.16	0.116	0.116
pca-plink-pure	7	1	0.0032619912051751	0.1584300044928199	1.0204717842531748	0.01075952101499888	1.0620909149823223e-4	9.000770465951886e-7	0	0.332	0.164	0.108	0.108
pca-plink-pure	8	1	0.00242360736679065	0.1608087127943051	1.0150276519618051	0.01065601215464043	1.0710916854482743e-4	9.000770465951886e-7	0	0.328	0.172	0.104	0.1
pca-plink-pure	9	1	0.00228124977673598	0.1607343134277399	1.014164787863915	0.01060830807117089	1.107094767312082e-4	9.000770465951886e-7	0	0.332	0.172	0.104	0.104
pca-plink-pure	10	1	0.0025403077112333	0.16067456031293806	1.0157258797502016	0.01066861323329277	1.1160955377780338e-4	9.000770465951886e-7	0	0.332	0.172	0.104	0.104
pca-plink-pure	11	1	0.00254357693982302	0.16016271976462557	1.0158650954874997	0.01067401369557234	1.107094767312082e-4	9.000770465951886e-7	0	0.332	0.172	0.104	0.096
pca-plink-pure	12	1	0.00261140004157333	0.1601685946832776	1.01634419858062	0.01069471546764403	1.1250963082439857e-4	9.000770465951886e-7	0	0.332	0.172	0.104	0.096
pca-plink-pure	13	1	0.00265524064193084	0.1601470635595305	1.0167077662912072	0.01069741569878381	1.1160955377780338e-4	9.000770465951886e-7	0	0.332	0.172	0.104	0.096
pca-plink-pure	14	1	0.0027080873907232	0.16025103694869802	1.0168848629205096	0.01071091685448274	1.1160955377780338e-4	9.000770465951886e-7	0	0.332	0.172	0.104	0.096
pca-plink-pure	15	1	0.00286581644868715	0.1605698142834708	1.017482435298747	0.01072891839541464	1.1160955377780338e-4	9.000770465951886e-7	0	0.332	0.172	0.104	0.096
pca-plink-pure	16	1	0.00250867697415069	0.15978885457587927	1.0146621659083963	0.01074241955111357	1.0710916854482743e-4	9.000770465951886e-7	0	0.328	0.176	0.112	0.096
pca-plink-pure	17	1	0.00250723928628339	0.1588593654873458	1.014445277740714	0.01070551639220317	1.0620909149823223e-4	9.000770465951886e-7	0	0.328	0.176	0.108	0.1
pca-plink-pure	18	1	0.00250078627241678	0.1594007663537885	1.014266134808897	0.010699215852877	1.0530901445163706e-4	9.000770465951886e-7	0	0.328	0.176	0.108	0.1
pca-plink-pure	19	1	0.00250770569718828	0.15887902911295426	1.0142237096058593	0.01070371623810998	1.0710916854482743e-4	9.000770465951886e-7	0	0.328	0.176	0.108	0.096
pca-plink-pure	20	1	0.00250551340953245	0.1590384941550096	1.0144146332317132	0.01069831577583041	1.0710916854482743e-4	9.000770465951886e-7	0	0.328	0.176	0.108	0.1
pca-plink-pure	21	1	0.00257439491052226	0.1585370704355041	1.0149286075292965	0.01069381539059743	1.09809399684613e-4	9.000770465951886e-7	0	0.332	0.172	0.108	0.096
pca-plink-pure	22	1	0.00280842737228041	0.1597987177949967	1.0166015191403035	0.0107190175479021	1.0530901445163706e-4	9.000770465951886e-7	0	0.324	0.172	0.112	0.1
pca-plink-pure	23	1	0.00274287052234327	0.15919519959218711	1.0153224688591866	0.01072351793313507	1.107094767312082e-4	9.000770465951886e-7	0	0.32	0.168	0.116	0.1
pca-plink-pure	24	1	0.00277870156333358	0.159222780741642	1.0152800113689466	0.01074601985929995	1.1160955377780338e-4	9.000770465951886e-7	0	0.316	0.172	0.116	0.1
pca-plink-pure	25	1	0.00277646266519988	0.15942237056354008	1.015063026685376	0.01074421970520676	1.1160955377780338e-4	9.000770465951886e-7	0	0.316	0.168	0.116	0.1
pca-plink-pure	26	1	0.00280229617912525	0.1590365477988171	1.015487593658728	0.01074511978225336	1.09809399684613e-4	9.000770465951886e-7	0	0.316	0.168	0.116	0.1
pca-plink-pure	27	1	0.00273785169230034	0.16044861009269473	1.0154993890383737	0.010737019088834	1.09809399684613e-4	0	0	0.316	0.168	0.12	0.104
pca-plink-pure	28	1	0.00281696291682936	0.1603772702930361	1.015761272259418	0.01075682078385909	1.0620909149823223e-4	0	0	0.32	0.168	0.12	0.1
pca-plink-pure	29	1	0.002870884469301	0.1609234279120916	1.0160184849065614	0.01075142032157952	1.107094767312082e-4	0	0	0.316	0.168	0.12	0.1
pca-plink-pure	30	1	0.00291630512888454	0.1612469553808149	1.016422097942919	0.01077212209365121	1.1160955377780338e-4	0	0	0.316	0.172	0.12	0.1
pca-plink-pure	31	1	0.00290216731352642	0.16117124512432154	1.0168872243612868	0.01076852178546483	1.09809399684613e-4	9.000770465951886e-7	0	0.312	0.172	0.124	0.1
pca-plink-pure	32	1	0.00289209235165373	0.16134065326026617	1.0163489196298203	0.01076582155432505	1.1340970787099377e-4	9.000770465951886e-7	0	0.312	0.172	0.128	0.096
pca-plink-pure	33	1	0.00296334215272522	0.1615707013747153	1.017066705595202	0.01076852178546483	1.1160955377780338e-4	9.000770465951886e-7	0	0.312	0.172	0.128	0.096
pca-plink-pure	34	1	0.00295355466599304	0.16152175304628286	1.016861248733305	0.010774822324791	1.1340970787099377e-4	9.000770465951886e-7	0	0.312	0.172	0.128	0.096
pca-plink-pure	35	1	0.00295207128137406	0.16152963411928445	1.0174257375672784	0.01077212209365121	1.1430978491758894e-4	9.000770465951886e-7	0	0.316	0.172	0.132	0.096
pca-plink-pure	36	1	0.0029560470254113	0.16155043251871684	1.01755094814098	0.01077662247888419	1.1430978491758894e-4	9.000770465951886e-7	0	0.316	0.172	0.132	0.096
pca-plink-pure	37	1	0.00296682510577319	0.16124761082200437	1.0173477819597885	0.01076402140023186	1.0890932263801782e-4	9.000770465951886e-7	0	0.316	0.172	0.128	0.096
pca-plink-pure	38	1	0.00298128461666793	0.16132458910745787	1.0173123490370022	0.01077212209365121	1.0890932263801782e-4	9.000770465951886e-7	0	0.316	0.172	0.128	0.096
pca-plink-pure	39	1	0.00299817359153165	0.16130745677113137	1.0174375494040933	0.01077122201660462	1.0890932263801782e-4	9.000770465951886e-7	0	0.316	0.172	0.128	0.096
pca-plink-pure	40	1	0.00303004735414045	0.16149235921771074	1.0175533107129662	0.01076402140023186	1.1340970787099377e-4	9.000770465951886e-7	0	0.316	0.168	0.132	0.096
pca-plink-pure	41	1	0.00306745417108589	0.1612366493004833	1.018132261781214	0.01078652332639673	1.1610993901077933e-4	9.000770465951886e-7	0	0.316	0.172	0.132	0.096
pca-plink-pure	42	1	0.00307167720826345	0.16164282039790234	1.0173241599109708	0.01080902525256161	1.1701001605737453e-4	9.000770465951886e-7	0	0.316	0.172	0.132	0.096
pca-plink-pure	43	1	0.00301924245086989	0.16193105577248587	1.0165495790437795	0.01078382309525695	1.1701001605737453e-4	9.000770465951886e-7	0	0.316	0.168	0.132	0.096
pca-plink-pure	44	1	0.00305889814455458	0.16186338362008065	1.0166747107519394	0.01080362479028204	1.1701001605737453e-4	9.000770465951886e-7	0	0.316	0.168	0.132	0.096
pca-plink-pure	45	1	0.00309591716962964	0.16176718708430635	1.017045450029326	0.01082162633121395	1.1610993901077933e-4	9.000770465951886e-7	0	0.316	0.168	0.132	0.096
pca-plink-pure	46	1	0.00304062257552114	0.16180567001518542	1.0158816135345132	0.01078562324935014	1.1340970787099377e-4	9.000770465951886e-7	0	0.316	0.172	0.128	0.092
pca-plink-pure	47	1	0.00305588710517722	0.1625946419567775	1.0168329122380158	0.01076582155432505	1.179100931039697e-4	9.000770465951886e-7	0	0.312	0.172	0.132	0.096
pca-plink-pure	48	1	0.00307433523339327	0.16241825815302358	1.0167667959946936	0.01075952101499888	1.1610993901077933e-4	9.000770465951886e-7	0	0.312	0.172	0.132	0.092
pca-plink-pure	49	1	0.00306474625112115	0.16236309615828862	1.017045450029326	0.01076672163137164	1.1701001605737453e-4	9.000770465951886e-7	0	0.312	0.172	0.132	0.092
pca-plink-pure	50	1	0.00309239036567904	0.16234737232636168	1.0171115795234027	0.01077212209365121	1.2061032424375528e-4	9.000770465951886e-7	0	0.312	0.172	0.132	0.092
pca-plink-pure	51	1	0.00276112590738146	0.16324901446869325	1.0153177512961824	0.01068931500536445	1.1430978491758894e-4	9.000770465951886e-7	0	0.32	0.172	0.132	0.096
pca-plink-pure	52	1	0.00284480370413102	0.16167179871513504	1.0168777786222396	0.0107001159299236	1.1160955377780338e-4	9.000770465951886e-7	0	0.316	0.168	0.128	0.092
pca-plink-pure	53	1	0.00284373913614339	0.16189706484069008	1.0165944362856003	0.01069111515945765	1.1250963082439857e-4	9.000770465951886e-7	0	0.316	0.168	0.128	0.092
pca-plink-pure	54	1	0.00284463988169306	0.16188143089500232	1.016667627524345	0.0107190175479021	1.1340970787099377e-4	9.000770465951886e-7	0	0.316	0.168	0.128	0.092
