method	pc	rep	rmsd	auc	lambda
pca-plink-pure	0	1	0.21853777277926748	0.07145131257296751	3.7777961777940883
pca-plink-pure	1	1	0.22040539082901425	0.069464913662448	3.8009551386841705
pca-plink-pure	2	1	0.13405723043889173	0.1383184350492461	2.1846290472469785
pca-plink-pure	3	1	0.1187904385802492	0.14791105500399962	1.9966823207213027
pca-plink-pure	4	1	0.09004701434621978	0.17238306085960353	1.687371737473696
pca-plink-pure	5	1	0.08776021210658423	0.16930894791780293	1.654675273040928
pca-plink-pure	6	1	0.08990611815664251	0.16933367623221357	1.6773957287316688
pca-plink-pure	7	1	0.092220647583389	0.1538971963556103	1.7048908128689348
pca-plink-pure	8	1	0.027349266728408473	0.26048763513617645	1.1737168427746918
pca-plink-pure	9	1	0.027204637567885496	0.2576020702579332	1.1776630207999723
pca-plink-pure	10	1	0.019023852847742113	0.26853071124987093	1.1235811527620005
pca-plink-pure	11	1	0.018205919114199914	0.2715920435473732	1.1200249082007834
pca-plink-pure	12	1	0.011010843827586013	0.2763016665421927	1.0721337142647838
pca-plink-pure	13	1	0.011020088608236063	0.2770384235183079	1.068080638214107
pca-plink-pure	14	1	0.01144721258298561	0.2770317782800523	1.0726911990840484
pca-plink-pure	15	1	0.011469947407772713	0.2771040570807169	1.0738240236352345
pca-plink-pure	16	1	0.011335296586240004	0.27667473456142977	1.0702442915831647
pca-plink-pure	17	1	0.011496829181503349	0.2767217321372955	1.0710831837847794
pca-plink-pure	18	1	0.010749623590327422	0.27630323064977047	1.0640145409437736
pca-plink-pure	19	1	0.010619312033038364	0.2768463416337921	1.0643930353323874
pca-plink-pure	20	1	0.01026641436313885	0.27634542022449393	1.0633652285002815
pca-plink-pure	21	1	0.009932152806729924	0.2763480969780471	1.0651429933499061
pca-plink-pure	22	1	0.009558109263453215	0.2777807035817105	1.0590739942078335
pca-plink-pure	23	1	0.009690729828659619	0.2779765971342951	1.0598844681664068
pca-plink-pure	24	1	0.00978142582101241	0.2776099702361204	1.0599575063996867
pca-plink-pure	25	1	0.010079055796035769	0.277772547962676	1.061996777648356
pca-plink-pure	26	1	0.010002316230509584	0.2780410232037332	1.0633383835653822
pca-plink-pure	27	1	0.00993853025161086	0.2785647555638289	1.0615043577248955
pca-plink-pure	28	1	0.009873104263172006	0.27858385974843514	1.0625186350088263
pca-plink-pure	29	1	0.009672862177179256	0.2788968929864896	1.0610437815116522
pca-plink-pure	30	1	0.009749724449923789	0.27925681822492293	1.0624381492777055
pca-plink-pure	31	1	0.009761836484495653	0.27861338196466573	1.0610608372473662
pca-plink-pure	32	1	0.009111910244441556	0.27968441225910284	1.0571093473978486
pca-plink-pure	33	1	0.009157153670908743	0.2797412606415118	1.0554871486094368
pca-plink-pure	34	1	0.008274904462406264	0.27983218569855045	1.0514953752614873
pca-plink-pure	35	1	0.008300656774018363	0.2798007436970222	1.051338066491994
pca-plink-pure	36	1	0.007467790725951892	0.27932556800127545	1.0478937416781224
pca-plink-pure	37	1	0.007542549327909081	0.27947260904276194	1.0475630428191554
pca-plink-pure	38	1	0.007400641759417956	0.27859734670613284	1.0490264258410311
pca-plink-pure	39	1	0.0073941070544852406	0.2778375999766794	1.047080409112977
pca-plink-pure	40	1	0.007452128609197062	0.2781944228946566	1.0475364936981795
pca-plink-pure	41	1	0.007456468697830899	0.27808574914583867	1.0497320930578904
pca-plink-pure	42	1	0.007289322525866002	0.27913763514378287	1.0473868624884468
pca-plink-pure	43	1	0.0071898053970482255	0.2789038852391804	1.0464267023496234
pca-plink-pure	44	1	0.007340046010818778	0.2788755195981953	1.0480096252038924
pca-plink-pure	45	1	0.007286267337438356	0.2789157889395764	1.0439183998773354
pca-plink-pure	46	1	0.00732191561135501	0.2790207823560439	1.0435067977296881
pca-plink-pure	47	1	0.007345623552343325	0.27892465659766297	1.0461493901623338
pca-plink-pure	48	1	0.0071320604156034076	0.27717144244034003	1.0449226334365662
pca-plink-pure	49	1	0.007136858893007443	0.27723247065332746	1.045606979695658
pca-plink-pure	50	1	0.00715019534132855	0.2773990402793126	1.0484394425584747
pca-plink-pure	51	1	0.0072699842534592945	0.27702393015723425	1.0505469462220829
pca-plink-pure	52	1	0.0073051841565470255	0.27701197503398584	1.0509146293405534
pca-plink-pure	53	1	0.007092340520503774	0.27635752952764286	1.0505227598765778
pca-plink-pure	54	1	0.007127775820167684	0.27638348176453115	1.050382487186799
pca-plink-pure	55	1	0.007159910320019435	0.2765010982834593	1.050496155371782
pca-plink-pure	56	1	0.007196430237447062	0.27633356628682587	1.052173211956486
pca-plink-pure	57	1	0.0071984127915409885	0.2763456206940138	1.0479782391480397
pca-plink-pure	58	1	0.007214061986637357	0.27657713828753117	1.048251079608092
pca-plink-pure	59	1	0.007016134697359925	0.2788732838992863	1.047109362505423
pca-plink-pure	60	1	0.007030005731426483	0.2777063516730725	1.0452213918524869
pca-plink-pure	61	1	0.007158177557122494	0.2777300570229412	1.0448094108251658
pca-plink-pure	62	1	0.0071547359685270855	0.2778993219559741	1.044356610872318
pca-plink-pure	63	1	0.007180532199422324	0.2780314014086544	1.0413184125045265
pca-plink-pure	64	1	0.0072119402437388356	0.27808646129258735	1.042121228687146
pca-plink-pure	65	1	0.007203437452407505	0.2787701990147955	1.0436463920615866
pca-plink-pure	66	1	0.0072121448508755326	0.27865817732832343	1.0432420876753965
pca-plink-pure	67	1	0.006404313704765831	0.28113792254952175	1.0390854268389769
pca-plink-pure	68	1	0.006413748907573719	0.2816527430270617	1.0399277840345038
